"Tree_ID","ARST","CHDI","COTR","DITY","GAPR","HEAN","HEBA","HEMA","HEMI","HEPL","LALO","LYMO","MOAF","MOSU","NAME","NUBO","PSOR","PSPU","RHRO","TRMA","TRPL","TRVA","VAAL","X25","diversity_shannon","EffectSpecNumShan","diversity_simpson","EffectSpecNumbSimps","abund","rich","diversity_shannon_Arb","diversity_simpson_Arb","EffectSpecNumShan_Arb","EffectSpecNumbSimps_Arb","abund_Arb","rich_Arb","diversity_shannon_Ter","diversity_simpson_Ter","EffectSpecNumShan_Ter","EffectSpecNumbSimps_Ter","abund_Ter","rich_Ter","diversity_shannon_Noct","diversity_simpson_Noct","EffectSpecNumShan_Noct","EffectSpecNumbSimps_Noct","abund_Noct","rich_Noct","diversity_shannon_Diur","diversity_simpson_Diur","EffectSpecNumShan_Diur","EffectSpecNumbSimps_Diur","abund_Diur","rich_Diur"
"M29",0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.410116318288409,1.50699306577254,0.244897959183674,1.32432432432432,7,2,0.410116318288409,0.244897959183674,1.50699306577254,1.32432432432432,7,2,0,1,1,Inf,0,0,0,0,1,1,6,1,0,0,1,1,1,1
"M3",0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.33217904021012,3.789291416276,0.72,3.57142857142857,5,4,1.33217904021012,0.72,3.789291416276,3.57142857142857,5,4,0,1,1,Inf,0,0,1.03972077083992,0.625,2.82842712474619,2.66666666666667,4,3,0,0,1,1,1,1
"M30",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,1,1,4,1,0,1,1,Inf,0,0,0,0,1,1,4,1,0,1,1,Inf,0,0
"M31",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,2,1,0,1,1,Inf,0,0,0,0,1,1,2,1,0,1,1,Inf,0,0
"M4",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,0,0,1,1,2,1,0,1,1,Inf,0,0,0,0,1,1,2,1,0,1,1,Inf,0,0
"M5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,1,Inf,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,Inf,0,0
"M6",0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.01140426470735,2.74945927399721,0.611111111111111,2.57142857142857,6,3,1.01140426470735,0.611111111111111,2.74945927399721,2.57142857142857,6,3,0,1,1,Inf,0,0,0.673011667009257,0.48,1.96013170420779,1.92307692307692,5,2,0,0,1,1,1,1
"M7",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.636514168294813,1.88988157484231,0.444444444444444,1.8,3,2,0.636514168294813,0.444444444444444,1.88988157484231,1.8,3,2,0,1,1,Inf,0,0,0,0,1,1,1,1,0,0,1,1,2,1
"M8",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.693147180559945,2,0.5,2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,0.693147180559945,0.5,2,2,2,2,0,1,1,Inf,0,0
"M9",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,1.242453324894,3.46410161513775,0.666666666666667,3,6,4,0.693147180559945,0.5,2,2,2,2,0.562335144618808,0.375,1.75476535060332,1.6,4,2,0,1,1,Inf,0,0,1.242453324894,0.666666666666667,3.46410161513775,3,6,4
"MAT_BR11",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.693147180559945,2,0.5,2,2,2,0.693147180559945,0.5,2,2,2,2,0,1,1,Inf,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"MAT_BR12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Inf,0,0,0,1,1,Inf,0,0,0,1,1,Inf,0,0,0,1,1,Inf,0,0,0,1,1,Inf,0,0
"MAT_BR26",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.636514168294813,1.88988157484231,0.444444444444444,1.8,3,2,0,0,1,1,2,1,0,0,1,1,1,1,0,0,1,1,2,1,0,0,1,1,1,1
"MAT_BR30",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,2,1,0,1,1,Inf,0,0,0,0,1,1,2,1,0,1,1,Inf,0,0
"MAT_BR8",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0.940447988655326,2.56112851788714,0.48,1.92307692307692,10,4,0.693147180559945,0.5,2,2,2,2,0.376770161256437,0.21875,1.45756926498109,1.28,8,2,0,0,1,1,1,1,0.683738905848754,0.37037037037037,1.98127168926922,1.58823529411765,9,3
"MAT_BR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0.325082973391448,1.38414548846169,0.18,1.21951219512195,10,2,0,0,1,1,1,1,0,0,1,1,9,1,0,1,1,Inf,0,0,0.325082973391448,0.18,1.38414548846169,1.21951219512195,10,2
"MAT_CY10",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0.673011667009257,1.96013170420779,0.48,1.92307692307692,5,2,0,0,1,1,2,1,0,0,1,1,3,1,0,1,1,Inf,0,0,0.673011667009257,0.48,1.96013170420779,1.92307692307692,5,2
"MAT_CY6",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.693147180559945,2,0.5,2,4,2,0,0,1,1,2,1,0,0,1,1,2,1,0,1,1,Inf,0,0,0.693147180559945,0.5,2,2,4,2
"MAT_CY7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,1,1,Inf,0,0,0,0,1,1,4,1,0,1,1,Inf,0,0,0,0,1,1,4,1
"MAT_CY8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0.636514168294813,1.88988157484231,0.444444444444444,1.8,3,2,0,0,1,1,1,1,0,0,1,1,2,1,0,1,1,Inf,0,0,0.636514168294813,0.444444444444444,1.88988157484231,1.8,3,2
"MAT_CY9",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2,0.5,2,2,2,0.693147180559945,0.5,2,2,2,2,0,1,1,Inf,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"MAT_M13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,1,1,Inf,0,0,0,0,1,1,3,1,0,1,1,Inf,0,0,0,0,1,1,3,1
"MAT_M14",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,0,1,0,0.857174043642079,2.35649193197152,0.435555555555556,1.77165354330709,15,4,0.636514168294813,0.444444444444444,1.88988157484231,1.8,3,2,0.286835983056161,0.152777777777778,1.33220569124945,1.18032786885246,12,2,0,1,1,Inf,0,0,0.857174043642079,0.435555555555556,2.35649193197152,1.77165354330709,15,4
"MAT_M21",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2,0.5,2,2,2,0.693147180559945,0.5,2,2,2,2,0,1,1,Inf,0,0,0.693147180559945,0.5,2,2,2,2,0,1,1,Inf,0,0
"MAT_M22",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,2,1,0,1,1,Inf,0,0,0,0,1,1,2,1,0,1,1,Inf,0,0
"MAT_M25",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,2,1,0,1,1,Inf,0,0,0,0,1,1,2,1,0,1,1,Inf,0,0
"MAT_M31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,Inf,0,0,0,0,1,1,2,1,0,1,1,Inf,0,0,0,0,1,1,2,1
"MAT_M5",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,1,1,Inf,0,0,0,0,1,1,3,1,0,1,1,Inf,0,0,0,0,1,1,3,1
