"","LoggerNumber","DateTime","TempC","RH","DewPTC","Tree_ID","Strata"
"1588",1,2018-06-04 20:48:00,23.978,88.932,21.909,"M15","Understory"
"1589",1,2018-06-04 20:51:00,23.978,89.07,21.932,"M15","Understory"
"1590",1,2018-06-04 20:54:00,23.954,88.651,21.838,"M15","Unclassified"
"1591",1,2018-06-04 20:57:00,23.93,88.59,21.804,"M15","Unclassified"
"1592",1,2018-06-04 21:00:00,23.881,89.46,21.901,"M15","Mid"
"1593",1,2018-06-04 21:03:00,23.809,89.25,21.794,"M15","Mid"
"1594",1,2018-06-04 21:06:00,23.809,87.261,21.462,"M15","Mid"
"1595",1,2018-06-04 21:09:00,23.881,86.583,21.418,"M15","Unclassified"
"1596",1,2018-06-04 21:12:00,23.978,85.601,21.344,"M15","Canopy"
"1597",1,2018-06-04 21:15:00,24.026,85.192,21.32,"M15","Canopy"
"1598",1,2018-06-04 21:18:00,24.098,85.712,21.482,"M15","Canopy"
"1599",1,2018-06-04 21:21:00,24.146,85.359,21.468,"M15","Unclassified"
"1600",1,2018-06-04 21:24:00,24.219,83.971,21.295,"M15","Unclassified"
"1601",1,2018-06-04 21:27:00,24.243,82.281,21.016,"M15","Unclassified"
"1602",1,2018-06-04 21:30:00,24.267,82.683,21.112,"M15","Unclassified"
"1603",2,2018-06-05 10:12:00,27.825,86.814,25.351,"M16","Understory"
"1604",2,2018-06-05 10:15:00,27.801,87.85,25.508,"M16","Understory"
"1605",2,2018-06-05 10:18:00,27.751,88.848,25.631,"M16","Understory"
"1606",2,2018-06-05 10:21:00,27.727,89.374,25.697,"M16","Understory"
"1607",2,2018-06-05 10:24:00,27.727,90.015,25.806,"M16","Understory"
"1608",2,2018-06-05 10:27:00,27.801,88.748,25.663,"M16","Understory"
"1609",2,2018-06-05 10:30:00,27.875,88.008,25.608,"M16","Understory"
"1610",2,2018-06-05 10:33:00,27.974,88.143,25.73,"M16","Understory"
"1611",2,2018-06-05 10:36:00,28.048,87.879,25.757,"M16","Understory"
"1612",2,2018-06-05 10:39:00,28.122,86.994,25.675,"M16","Understory"
"1613",2,2018-06-05 10:42:00,28.171,85.59,25.474,"M16","Understory"
"1614",2,2018-06-05 10:45:00,28.295,81.84,24.905,"M16","Understory"
"1615",2,2018-06-05 10:48:00,28.369,78.372,24.307,"M16","Unclassified"
"1616",2,2018-06-05 10:51:00,28.394,71.423,22.887,"M16","Unclassified"
"1617",2,2018-06-05 10:54:00,28.518,73.06,23.36,"M16","Mid"
"1618",2,2018-06-05 10:57:00,28.568,71.095,22.982,"M16","Mid"
"1619",2,2018-06-05 11:00:00,28.617,71.674,23.156,"M16","Mid"
"1620",2,2018-06-05 11:03:00,28.642,68.605,22.496,"M16","Unclassified"
"1621",2,2018-06-05 11:06:00,28.717,67.586,22.333,"M16","Unclassified"
"1622",2,2018-06-05 11:09:00,28.941,70.291,23.162,"M16","Unclassified"
"1623",2,2018-06-05 11:12:00,29.14,67.478,22.712,"M16","Canopy"
"1624",2,2018-06-05 11:15:00,29.04,68.251,22.796,"M16","Canopy"
"1625",2,2018-06-05 11:18:00,29.14,66.501,22.483,"M16","Canopy"
"1626",2,2018-06-05 11:21:00,29.315,68.239,23.056,"M16","Canopy"
"1627",2,2018-06-05 11:24:00,29.515,66.321,22.798,"M16","Unclassified"
"1628",2,2018-06-05 11:27:00,29.815,64.744,22.704,"M16","Unclassified"
"1629",1,2018-06-05 11:03:00,28.667,70.181,22.875,"M17","Understory"
"1630",1,2018-06-05 11:06:00,28.742,70.465,23.01,"M17","Understory"
"1631",1,2018-06-05 11:09:00,28.841,72.673,23.588,"M17","Understory"
"1632",1,2018-06-05 11:12:00,28.941,70.2,23.142,"M17","Understory"
"1633",1,2018-06-05 11:15:00,28.99,74.875,24.199,"M17","Understory"
"1634",1,2018-06-05 11:18:00,29.09,74.687,24.257,"M17","Understory"
"1635",1,2018-06-05 11:21:00,29.215,76.369,24.726,"M17","Understory"
"1636",1,2018-06-05 11:24:00,29.315,74.611,24.458,"M17","Understory"
"1637",1,2018-06-05 11:27:00,29.34,74.23,24.402,"M17","Understory"
"1638",1,2018-06-05 11:30:00,29.414,67.617,23.007,"M17","Understory"
"1639",1,2018-06-05 11:33:00,29.49,69.271,23.46,"M17","Understory"
"1640",1,2018-06-05 11:36:00,29.64,68.327,23.387,"M17","Understory"
"1641",1,2018-06-05 11:39:00,29.865,63.177,22.364,"M17","Unclassified"
"1642",1,2018-06-05 11:42:00,29.916,61.289,21.932,"M17","Unclassified"
"1643",1,2018-06-05 11:45:00,29.916,61.756,22.052,"M17","Unclassified"
"1644",1,2018-06-05 11:48:00,30.041,59.934,21.696,"M17","Mid"
"1645",1,2018-06-05 11:51:00,30.041,62.056,22.247,"M17","Mid"
"1646",1,2018-06-05 11:54:00,30.041,62.336,22.318,"M17","Mid"
"1647",1,2018-06-05 11:57:00,30.066,61.375,22.096,"M17","Mid"
"1648",1,2018-06-05 12:00:00,30.167,61.547,22.235,"M17","Unclassified"
"1649",1,2018-06-05 12:03:00,30.192,60.739,22.05,"M17","Canopy"
"1650",1,2018-06-05 12:06:00,30.268,60.157,21.968,"M17","Canopy"
"1651",1,2018-06-05 12:09:00,30.268,56.85,21.071,"M17","Canopy"
"1652",1,2018-06-05 12:12:00,30.369,55.722,20.847,"M17","Unclassified"
"1653",1,2018-06-05 12:15:00,30.444,55.479,20.848,"M17","Unclassified"
"1654",1,2018-06-05 12:18:00,30.293,65.348,23.305,"M17","Unclassified"
"1655",1,2018-06-05 18:57:00,28.122,70.412,22.403,"M17","Understory"
"1656",1,2018-06-05 19:00:00,27.949,71.28,22.427,"M17","Understory"
"1657",1,2018-06-05 19:03:00,27.505,73.699,22.517,"M17","Understory"
"1658",1,2018-06-05 19:06:00,27.112,75.364,22.481,"M17","Understory"
"1659",1,2018-06-05 19:09:00,26.818,76.772,22.48,"M17","Understory"
"1660",1,2018-06-05 19:12:00,26.598,77.661,22.442,"M17","Understory"
"1661",1,2018-06-05 19:15:00,26.426,80.837,22.887,"M17","Understory"
"1662",1,2018-06-05 19:18:00,26.28,81.638,22.894,"M17","Understory"
"1663",1,2018-06-05 19:21:00,26.231,82.257,22.961,"M17","Understory"
"1664",1,2018-06-05 19:24:00,26.182,83.585,23.156,"M17","Understory"
"1665",1,2018-06-05 19:27:00,26.182,81.531,22.778,"M17","Understory"
"1666",1,2018-06-05 19:30:00,26.158,81.182,22.689,"M17","Understory"
"1667",1,2018-06-05 19:33:00,26.109,81.028,22.613,"M17","Unclassified"
"1668",1,2018-06-05 19:36:00,26.085,81.539,22.684,"M17","Unclassified"
"1669",1,2018-06-05 19:39:00,26.109,81.028,22.613,"M17","Unclassified"
"1670",1,2018-06-05 19:42:00,26.158,80.751,22.608,"M17","Mid"
"1671",1,2018-06-05 19:45:00,26.207,80.474,22.604,"M17","Mid"
"1672",1,2018-06-05 19:48:00,26.231,80.709,22.672,"M17","Mid"
"1673",1,2018-06-05 19:51:00,26.28,80.231,22.629,"M17","Mid"
"1674",1,2018-06-05 19:54:00,26.28,78.816,22.358,"M17","Unclassified"
"1675",1,2018-06-05 19:57:00,26.329,78.13,22.272,"M17","Canopy"
"1676",1,2018-06-05 20:00:00,26.304,77.892,22.202,"M17","Canopy"
"1677",1,2018-06-05 20:03:00,26.304,77.456,22.117,"M17","Canopy"
"1678",1,2018-06-05 20:06:00,26.304,77.194,22.065,"M17","Canopy"
"1679",1,2018-06-05 20:09:00,26.28,77.887,22.178,"M17","Unclassified"
"1680",1,2018-06-08 08:12:00,25.453,82.572,22.255,"M18","Understory"
"1681",1,2018-06-08 08:15:00,25.428,81.741,22.079,"M18","Understory"
"1682",1,2018-06-08 08:18:00,25.355,82.01,22.057,"M18","Understory"
"1683",1,2018-06-08 08:21:00,25.307,83.024,22.194,"M18","Understory"
"1684",1,2018-06-08 08:24:00,25.234,84.112,22.319,"M18","Understory"
"1685",1,2018-06-08 08:27:00,25.162,86.038,22.587,"M18","Understory"
"1686",1,2018-06-08 08:30:00,25.065,88.025,22.832,"M18","Understory"
"1687",1,2018-06-08 08:33:00,25.016,87.29,22.659,"M18","Understory"
"1688",1,2018-06-08 08:36:00,24.968,87.558,22.657,"M18","Understory"
"1689",1,2018-06-08 08:39:00,24.944,88.718,22.829,"M18","Understory"
"1690",1,2018-06-08 08:42:00,24.944,87.691,22.656,"M18","Understory"
"1691",1,2018-06-08 08:45:00,25.016,85.809,22.403,"M18","Understory"
"1692",1,2018-06-08 08:48:00,25.162,86.038,22.587,"M18","Unclassified"
"1693",1,2018-06-08 08:51:00,25.307,83.704,22.317,"M18","Unclassified"
"1694",1,2018-06-08 08:54:00,25.477,82.834,22.327,"M18","Unclassified"
"1695",1,2018-06-08 08:57:00,25.671,82.307,22.421,"M18","Unclassified"
"1696",1,2018-06-08 09:00:00,25.841,79.62,22.085,"M18","Unclassified"
"1697",1,2018-06-08 09:03:00,25.963,79.501,22.181,"M18","Mid"
"1698",1,2018-06-08 09:06:00,26.061,78.683,22.119,"M18","Mid"
"1699",1,2018-06-08 09:09:00,26.182,77.926,22.09,"M18","Mid"
"1700",1,2018-06-08 09:12:00,26.28,78.178,22.234,"M18","Mid"
"1701",1,2018-06-08 09:15:00,26.402,78.261,22.369,"M18","Canopy"
"1702",1,2018-06-08 09:18:00,26.573,76.606,22.209,"M18","Canopy"
"1703",1,2018-06-08 09:21:00,26.646,76.971,22.353,"M18","Canopy"
"1704",1,2018-06-08 09:24:00,26.769,74.59,21.99,"M18","Canopy"
"1705",1,2018-06-08 09:27:00,26.867,76.284,22.43,"M18","Unclassified"
"1706",1,2018-06-08 18:36:00,27.505,69.578,21.626,"M18","Understory"
"1707",1,2018-06-08 18:39:00,27.456,69.72,21.61,"M18","Understory"
"1708",1,2018-06-08 18:42:00,27.407,70.821,21.805,"M18","Understory"
"1709",1,2018-06-08 18:45:00,27.21,72.127,21.899,"M18","Understory"
"1710",1,2018-06-08 18:48:00,26.818,72.529,21.606,"M18","Understory"
"1711",1,2018-06-08 18:51:00,26.475,76.236,22.04,"M18","Understory"
"1712",1,2018-06-08 18:54:00,26.207,76.416,21.815,"M18","Understory"
"1713",1,2018-06-08 18:57:00,25.987,76.576,21.634,"M18","Understory"
"1714",1,2018-06-08 19:00:00,25.841,79.62,22.085,"M18","Understory"
"1715",1,2018-06-08 19:03:00,25.695,81.112,22.224,"M18","Understory"
"1716",1,2018-06-08 19:06:00,25.598,80.948,22.098,"M18","Understory"
"1717",1,2018-06-08 19:09:00,25.55,79.04,21.689,"M18","Understory"
"1718",1,2018-06-08 19:12:00,25.525,77.907,21.447,"M18","Unclassified"
"1719",1,2018-06-08 19:15:00,25.477,77.955,21.409,"M18","Unclassified"
"1720",1,2018-06-08 19:18:00,25.453,77.834,21.362,"M18","Unclassified"
"1721",1,2018-06-08 19:21:00,25.428,77.743,21.32,"M18","Mid"
"1722",1,2018-06-08 19:24:00,25.453,77.66,21.328,"M18","Mid"
"1723",1,2018-06-08 19:27:00,25.453,77.08,21.214,"M18","Mid"
"1724",1,2018-06-08 19:30:00,25.428,77.075,21.189,"M18","Mid"
"1725",1,2018-06-08 19:33:00,25.453,75.798,20.96,"M18","Canopy"
"1726",1,2018-06-08 19:36:00,25.404,75.613,20.875,"M18","Canopy"
"1727",1,2018-06-08 19:39:00,25.38,75.316,20.792,"M18","Canopy"
"1728",1,2018-06-08 19:42:00,25.38,74.32,20.59,"M18","Canopy"
"1729",1,2018-06-08 19:45:00,25.428,73.683,20.506,"M18","Unclassified"
"1730",1,2018-06-08 19:48:00,25.404,74.148,20.578,"M18","Unclassified"
"1731",1,2018-06-08 19:51:00,25.453,80.114,21.799,"M18","Unclassified"
"1732",2,2018-06-08 09:06:00,25.186,88.997,23.116,"M19","Understory"
"1733",2,2018-06-08 09:09:00,25.21,87.112,22.82,"M19","Understory"
"1734",2,2018-06-08 09:12:00,25.258,87.067,22.86,"M19","Understory"
"1735",2,2018-06-08 09:15:00,25.307,86.351,22.785,"M19","Understory"
"1736",2,2018-06-08 09:18:00,25.38,87.346,23.028,"M19","Understory"
"1737",2,2018-06-08 09:21:00,25.404,87.937,23.153,"M19","Understory"
"1738",2,2018-06-08 09:24:00,25.404,88.605,23.266,"M19","Understory"
"1739",2,2018-06-08 09:27:00,25.453,89.365,23.442,"M19","Understory"
"1740",2,2018-06-08 09:30:00,25.501,89.459,23.506,"M19","Understory"
"1741",2,2018-06-08 09:33:00,25.55,89.166,23.505,"M19","Understory"
"1742",2,2018-06-08 09:36:00,25.623,88.795,23.515,"M19","Understory"
"1743",2,2018-06-08 09:39:00,25.841,82.913,22.699,"M19","Understory"
"1744",2,2018-06-08 09:42:00,26.085,80.218,22.436,"M19","Unclassified"
"1745",2,2018-06-08 09:45:00,26.353,78.309,22.331,"M19","Unclassified"
"1746",2,2018-06-08 09:48:00,26.646,78.282,22.612,"M19","Mid"
"1747",2,2018-06-08 09:51:00,26.989,75.34,22.357,"M19","Mid"
"1748",2,2018-06-08 09:54:00,27.382,73.022,22.255,"M19","Mid"
"1749",2,2018-06-08 09:57:00,27.481,73.011,22.348,"M19","Mid"
"1750",2,2018-06-08 10:00:00,27.85,72.665,22.631,"M19","Unclassified"
"1751",2,2018-06-08 10:03:00,27.949,70.771,22.316,"M19","Canopy"
"1752",2,2018-06-08 10:06:00,27.924,69.383,21.984,"M19","Canopy"
"1753",2,2018-06-08 10:09:00,27.727,69.859,21.901,"M19","Canopy"
"1754",2,2018-06-08 10:12:00,27.604,69.777,21.764,"M19","Canopy"
"1755",2,2018-06-08 10:15:00,27.579,70.972,22.004,"M19","Unclassified"
"1756",2,2018-06-08 10:18:00,27.604,75.166,22.917,"M19","Unclassified"
"1757",2,2018-06-08 18:48:00,26.549,76.893,22.242,"M19","Understory"
"1758",2,2018-06-08 18:51:00,26.256,77.475,22.073,"M19","Understory"
"1759",2,2018-06-08 18:54:00,26.061,78.944,22.169,"M19","Understory"
"1760",2,2018-06-08 18:57:00,25.914,79.289,22.093,"M19","Understory"
"1761",2,2018-06-08 19:00:00,25.793,79.927,22.096,"M19","Understory"
"1762",2,2018-06-08 19:03:00,25.72,80.371,22.108,"M19","Understory"
"1763",2,2018-06-08 19:06:00,25.695,80.596,22.127,"M19","Understory"
"1764",2,2018-06-08 19:09:00,25.647,81.902,22.323,"M19","Understory"
"1765",2,2018-06-08 19:12:00,25.574,82.627,22.384,"M19","Understory"
"1766",2,2018-06-08 19:15:00,25.501,83.379,22.449,"M19","Understory"
"1767",2,2018-06-08 19:18:00,25.501,82.811,22.346,"M19","Understory"
"1768",2,2018-06-08 19:21:00,25.574,80.369,21.965,"M19","Understory"
"1769",2,2018-06-08 19:24:00,25.574,79.881,21.873,"M19","Unclassified"
"1770",2,2018-06-08 19:27:00,25.598,79.598,21.843,"M19","Unclassified"
"1771",2,2018-06-08 19:30:00,25.55,77.622,21.415,"M19","Mid"
"1772",2,2018-06-08 19:33:00,25.453,77.602,21.316,"M19","Mid"
"1773",2,2018-06-08 19:36:00,25.404,77.36,21.222,"M19","Mid"
"1774",2,2018-06-08 19:39:00,25.404,77.535,21.256,"M19","Mid"
"1775",2,2018-06-08 19:42:00,25.404,75.934,20.94,"M19","Unclassified"
"1776",2,2018-06-08 19:45:00,25.38,75.871,20.903,"M19","Canopy"
"1777",2,2018-06-08 19:48:00,25.355,75.837,20.873,"M19","Canopy"
"1778",2,2018-06-08 19:51:00,25.453,75.155,20.83,"M19","Canopy"
"1779",2,2018-06-08 19:54:00,25.453,74.921,20.783,"M19","Unclassified"
"1780",2,2018-06-08 19:57:00,25.404,75.438,20.84,"M19","Unclassified"
"1781",2,2018-06-08 20:00:00,25.428,77.22,21.218,"M19","Unclassified"
"1782",2,2018-05-24 21:35:00,26.867,86.398,NA,"M2","Understory"
"1783",2,2018-05-24 21:40:00,26.842,86.815,NA,"M2","Understory"
"1784",2,2018-05-24 21:45:00,26.842,87.18,NA,"M2","Understory"
"1785",2,2018-05-24 21:50:00,26.842,89.555,NA,"M2","Understory"
"1786",2,2018-05-24 21:55:00,26.769,88.869,NA,"M2","Understory"
"1787",2,2018-05-24 22:00:00,26.622,89.753,NA,"M2","Understory"
"1788",2,2018-05-24 22:05:00,26.549,90.788,NA,"M2","Understory"
"1789",2,2018-05-24 22:10:00,26.5,90.776,NA,"M2","Unclassified"
"1790",2,2018-05-24 22:15:00,26.475,90.355,NA,"M2","Mid"
"1791",2,2018-05-24 22:20:00,26.475,91.074,NA,"M2","Mid"
"1792",2,2018-05-24 22:25:00,26.549,90.622,NA,"M2","Unclassified"
"1793",2,2018-05-24 22:30:00,26.622,89.558,NA,"M2","Canopy"
"1794",2,2018-05-24 22:35:00,26.72,88.719,NA,"M2","Canopy"
"1795",2,2018-05-24 22:40:00,26.793,88.68,NA,"M2","Canopy"
"1796",2,2018-05-24 22:45:00,26.867,88.613,NA,"M2","Unclassified"
"1797",1,2018-06-08 19:45:00,25.428,73.683,20.506,"M20","Understory"
"1798",1,2018-06-08 19:48:00,25.404,74.148,20.578,"M20","Understory"
"1799",1,2018-06-08 19:51:00,25.453,80.114,21.799,"M20","Understory"
"1800",1,2018-06-08 19:54:00,25.38,76.454,21.02,"M20","Understory"
"1801",1,2018-06-08 19:57:00,25.307,75.973,20.853,"M20","Understory"
"1802",1,2018-06-08 20:00:00,25.21,77.495,21.059,"M20","Understory"
"1803",1,2018-06-08 20:03:00,25.186,77.258,20.99,"M20","Understory"
"1804",1,2018-06-08 20:06:00,25.186,76.852,20.91,"M20","Understory"
"1805",1,2018-06-08 20:09:00,25.162,80.712,21.626,"M20","Understory"
"1806",1,2018-06-08 20:12:00,25.089,80.209,21.461,"M20","Understory"
"1807",1,2018-06-08 20:15:00,25.186,78.445,21.22,"M20","Understory"
"1808",1,2018-06-08 20:18:00,25.258,75.584,20.728,"M20","Understory"
"1809",1,2018-06-08 20:21:00,25.307,74.658,20.588,"M20","Unclassified"
"1810",1,2018-06-08 20:24:00,25.404,74.09,20.566,"M20","Mid"
"1811",1,2018-06-08 20:27:00,25.477,73.338,20.482,"M20","Mid"
"1812",1,2018-06-08 20:30:00,25.525,72.758,20.407,"M20","Mid"
"1813",1,2018-06-08 20:33:00,25.574,72.294,20.357,"M20","Mid"
"1814",1,2018-06-08 20:36:00,25.574,71.909,20.276,"M20","Canopy"
"1815",1,2018-06-08 20:39:00,25.525,71.217,20.081,"M20","Canopy"
"1816",1,2018-06-08 20:42:00,25.55,71.073,20.074,"M20","Canopy"
"1817",1,2018-06-08 20:45:00,25.574,70.78,20.034,"M20","Canopy"
"1818",1,2018-06-08 20:48:00,25.598,70.189,19.93,"M20","Unclassified"
"1819",1,2018-06-08 20:51:00,25.647,70.556,20.056,"M20","Unclassified"
"1820",1,2018-06-08 20:54:00,25.647,70.377,20.017,"M20","Unclassified"
"1821",1,2018-06-08 20:57:00,25.647,72.869,20.548,"M20","Unclassified"
"1822",1,2018-06-08 21:00:00,25.647,79.147,21.805,"M20","Unclassified"
"1823",2,2018-06-08 20:12:00,25.307,78.845,21.415,"M21","Understory"
"1824",2,2018-06-08 20:15:00,25.258,79.613,21.514,"M21","Understory"
"1825",2,2018-06-08 20:18:00,25.234,80.01,21.566,"M21","Understory"
"1826",2,2018-06-08 20:21:00,25.234,80.211,21.604,"M21","Understory"
"1827",2,2018-06-08 20:24:00,25.234,81.185,21.786,"M21","Understory"
"1828",2,2018-06-08 20:27:00,25.21,81.808,21.877,"M21","Understory"
"1829",2,2018-06-08 20:30:00,25.186,83.167,22.101,"M21","Understory"
"1830",2,2018-06-08 20:33:00,25.137,83.384,22.093,"M21","Understory"
"1831",2,2018-06-08 20:36:00,25.113,85.1,22.375,"M21","Understory"
"1832",2,2018-06-08 20:39:00,25.04,84.999,22.285,"M21","Understory"
"1833",2,2018-06-08 20:42:00,25.016,82.62,21.836,"M21","Understory"
"1834",2,2018-06-08 20:45:00,25.065,80.319,21.458,"M21","Understory"
"1835",2,2018-06-08 20:48:00,25.162,78.584,21.223,"M21","Unclassified"
"1836",2,2018-06-08 20:51:00,25.186,77.229,20.984,"M21","Unclassified"
"1837",2,2018-06-08 20:54:00,25.307,76.061,20.871,"M21","Mid"
"1838",2,2018-06-08 20:57:00,25.38,74.965,20.721,"M21","Mid"
"1839",2,2018-06-08 21:00:00,25.453,74.51,20.699,"M21","Mid"
"1840",2,2018-06-08 21:03:00,25.55,73.647,20.616,"M21","Mid"
"1841",2,2018-06-08 21:06:00,25.623,74.044,20.768,"M21","Canopy"
"1842",2,2018-06-08 21:09:00,25.671,74.729,20.955,"M21","Canopy"
"1843",2,2018-06-08 21:12:00,25.647,73.725,20.726,"M21","Canopy"
"1844",2,2018-06-08 21:15:00,25.574,73.18,20.543,"M21","Canopy"
"1845",2,2018-06-08 21:18:00,25.501,72.605,20.352,"M21","Unclassified"
"1846",2,2018-06-08 21:21:00,25.501,73.608,20.561,"M21","Unclassified"
"1847",2,2018-06-08 21:24:00,25.525,76.484,21.167,"M21","Unclassified"
"1848",1,2018-06-08 20:48:00,25.598,70.189,19.93,"M22","Understory"
"1849",1,2018-06-08 20:51:00,25.647,70.556,20.056,"M22","Understory"
"1850",1,2018-06-08 20:54:00,25.647,70.377,20.017,"M22","Understory"
"1851",1,2018-06-08 20:57:00,25.647,72.869,20.548,"M22","Understory"
"1852",1,2018-06-08 21:00:00,25.647,79.147,21.805,"M22","Understory"
"1853",1,2018-06-08 21:03:00,25.574,74.504,20.816,"M22","Understory"
"1854",1,2018-06-08 21:06:00,25.453,78.587,21.507,"M22","Understory"
"1855",1,2018-06-08 21:09:00,25.355,83.403,22.311,"M22","Understory"
"1856",1,2018-06-08 21:12:00,25.258,81.362,21.842,"M22","Understory"
"1857",1,2018-06-08 21:15:00,25.162,80.769,21.637,"M22","Understory"
"1858",1,2018-06-08 21:18:00,25.162,81.284,21.733,"M22","Understory"
"1859",1,2018-06-08 21:21:00,25.137,77.19,20.929,"M22","Understory"
"1860",1,2018-06-08 21:24:00,25.113,74.297,20.327,"M22","Unclassified"
"1861",1,2018-06-08 21:27:00,25.162,72.865,20.079,"M22","Unclassified"
"1862",1,2018-06-08 21:30:00,25.186,71.628,19.842,"M22","Mid"
"1863",1,2018-06-08 21:33:00,25.21,70.356,19.593,"M22","Mid"
"1864",1,2018-06-08 21:36:00,25.258,69.47,19.447,"M22","Mid"
"1865",1,2018-06-08 21:39:00,25.331,68.885,19.388,"M22","Unclassified"
"1866",1,2018-06-08 21:42:00,25.38,68.595,19.37,"M22","Canopy"
"1867",1,2018-06-08 21:45:00,25.404,68.689,19.414,"M22","Canopy"
"1868",1,2018-06-08 21:48:00,25.453,68.488,19.416,"M22","Canopy"
"1869",1,2018-06-08 21:51:00,25.477,69.151,19.586,"M22","Canopy"
"1870",1,2018-06-08 21:54:00,25.501,69.156,19.61,"M22","Unclassified"
"1871",1,2018-06-08 21:57:00,25.428,74.094,20.591,"M22","Unclassified"
"1872",1,2018-06-08 22:00:00,25.355,77.176,21.139,"M22","Unclassified"
"1873",2,2018-06-18 09:45:00,27.014,84.252,24.094,"M23","Understory"
"1874",2,2018-06-18 09:48:00,26.989,85.126,24.227,"M23","Understory"
"1875",2,2018-06-18 09:51:00,26.916,84.514,24.045,"M23","Understory"
"1876",2,2018-06-18 09:54:00,26.867,85.523,24.177,"M23","Understory"
"1877",2,2018-06-18 09:57:00,26.867,86.511,24.351,"M23","Understory"
"1878",2,2018-06-18 10:00:00,26.842,86.843,24.385,"M23","Understory"
"1879",2,2018-06-18 10:03:00,26.842,87.011,24.415,"M23","Understory"
"1880",2,2018-06-18 10:06:00,26.842,87.18,24.444,"M23","Understory"
"1881",2,2018-06-18 10:09:00,26.842,87.348,24.473,"M23","Understory"
"1882",2,2018-06-18 10:12:00,26.842,87.32,24.469,"M23","Understory"
"1883",2,2018-06-18 10:15:00,26.867,87.185,24.469,"M23","Understory"
"1884",2,2018-06-18 10:18:00,27.014,85.613,24.338,"M23","Understory"
"1885",2,2018-06-18 10:21:00,27.21,86.73,24.729,"M23","Unclassified"
"1886",2,2018-06-18 10:24:00,27.382,87.894,25.102,"M23","Unclassified"
"1887",2,2018-06-18 10:27:00,27.456,88.135,25.216,"M23","Unclassified"
"1888",2,2018-06-18 10:30:00,27.53,87.703,25.214,"M23","Unclassified"
"1889",2,2018-06-18 10:33:00,27.554,87.653,25.23,"M23","Unclassified"
"1890",2,2018-06-18 10:36:00,27.628,84.985,24.831,"M23","Unclassified"
"1891",2,2018-06-18 10:39:00,27.677,79.946,23.94,"M23","Unclassified"
"1892",2,2018-06-18 10:42:00,27.702,79.545,23.887,"M23","Mid"
"1893",2,2018-06-18 10:45:00,27.702,79.922,23.96,"M23","Mid"
"1894",2,2018-06-18 10:48:00,27.776,78.076,23.671,"M23","Mid"
"1895",2,2018-06-18 10:51:00,27.825,80.874,24.262,"M23","Canopy"
"1896",2,2018-06-18 10:54:00,27.825,77.706,23.646,"M23","Canopy"
"1897",2,2018-06-18 10:57:00,27.85,77.887,23.706,"M23","Canopy"
"1898",2,2018-06-18 20:54:00,27.038,81.571,23.624,"M24","Understory"
"1899",2,2018-06-18 20:57:00,26.646,81.171,23.165,"M24","Understory"
"1900",2,2018-06-18 21:00:00,26.109,83.143,23.004,"M24","Understory"
"1901",2,2018-06-18 21:03:00,25.793,85.281,23.076,"M24","Understory"
"1902",2,2018-06-18 21:06:00,25.574,84.442,22.712,"M24","Understory"
"1903",2,2018-06-18 21:09:00,25.258,85.611,22.608,"M24","Understory"
"1904",2,2018-06-18 21:12:00,24.992,87.368,22.649,"M24","Understory"
"1905",2,2018-06-18 21:15:00,24.798,87.796,22.53,"M24","Understory"
"1906",2,2018-06-18 21:18:00,24.653,88.151,22.447,"M24","Understory"
"1907",2,2018-06-18 21:21:00,24.605,88.5,22.458,"M24","Understory"
"1908",2,2018-06-18 21:24:00,24.532,88.621,22.406,"M24","Understory"
"1909",2,2018-06-18 21:27:00,24.412,88.261,22.226,"M24","Understory"
"1910",2,2018-06-18 21:30:00,24.267,88.89,22.188,"M24","Unclassified"
"1911",2,2018-06-18 21:33:00,24.146,88.972,22.082,"M24","Unclassified"
"1912",2,2018-06-18 21:36:00,24.026,89.467,22.045,"M24","Unclassified"
"1913",2,2018-06-18 21:39:00,23.93,89.664,21.982,"M24","Mid"
"1914",2,2018-06-18 21:42:00,23.881,89.652,21.932,"M24","Mid"
"1915",2,2018-06-18 21:45:00,23.809,90.102,21.934,"M24","Mid"
"1916",2,2018-06-18 21:48:00,23.785,90.917,22.043,"M24","Mid"
"1917",2,2018-06-18 21:51:00,23.761,90.09,21.884,"M24","Unclassified"
"1918",2,2018-06-18 21:54:00,23.713,90.188,21.853,"M24","Unclassified"
"1919",2,2018-06-18 21:57:00,23.665,91.161,21.962,"M24","Canopy"
"1920",2,2018-06-18 22:00:00,23.665,90.779,21.901,"M24","Canopy"
"1921",2,2018-06-18 22:03:00,23.617,91.176,21.917,"M24","Canopy"
"1922",2,2018-06-18 22:06:00,23.569,90.673,21.788,"M24","Canopy"
"1923",1,2018-06-18 09:51:00,27.161,86.155,24.579,"M25","Understory"
"1924",1,2018-06-18 09:54:00,27.161,84.966,24.367,"M25","Understory"
"1925",1,2018-06-18 09:57:00,27.161,85.9,24.534,"M25","Understory"
"1926",1,2018-06-18 10:00:00,27.161,85.646,24.489,"M25","Understory"
"1927",1,2018-06-18 10:03:00,27.186,85.708,24.524,"M25","Understory"
"1928",1,2018-06-18 10:06:00,27.235,86.256,24.67,"M25","Understory"
"1929",1,2018-06-18 10:09:00,27.333,85.685,24.665,"M25","Understory"
"1930",1,2018-06-18 10:12:00,27.407,84.907,24.599,"M25","Understory"
"1931",1,2018-06-18 10:15:00,27.505,84.56,24.633,"M25","Understory"
