"Plot Title: 4_20127464"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 20127464, SEN S/N: 20127464)","Max: Temperature, °C (LGR S/N: 20127464)","Min: Temperature, °C (LGR S/N: 20127464)","Avg: Temperature, °C (LGR S/N: 20127464)","Avg: Temperature, °C (LGR S/N: 20127464)","Coupler Attached (LGR S/N: 20127464)","Host Connected (LGR S/N: 20127464)","Coupler Detached (LGR S/N: 20127464)","Stopped (LGR S/N: 20127464)","End Of File (LGR S/N: 20127464)"
1851,06/08/18 06:10:00 AM,23.388,,,,,,,,,
1852,06/08/18 06:20:00 AM,23.966,,,,,,,,,
1853,06/08/18 06:30:00 AM,24.448,,,,,,,,,
1854,06/08/18 06:40:00 AM,24.931,,,,,,,,,
1855,06/08/18 06:50:00 AM,25.416,,,,,,,,,
1856,06/08/18 07:00:00 AM,25.708,,,,26.537,,,,,
1857,06/08/18 07:10:00 AM,26.195,,,,,,,,,
1858,06/08/18 07:20:00 AM,26.488,,,,,,,,,
1859,06/08/18 07:30:00 AM,26.683,,,,,,,,,
1860,06/08/18 07:40:00 AM,26.977,,,,,,,,,
1861,06/08/18 07:50:00 AM,27.173,,,,,,,,,
1862,06/08/18 08:00:00 AM,27.468,,,,27.830,,,,,
1863,06/08/18 08:10:00 AM,27.370,,,,,,,,,
1864,06/08/18 08:20:00 AM,27.665,,,,,,,,,
1865,06/08/18 08:30:00 AM,27.862,,,,,,,,,
1866,06/08/18 08:40:00 AM,28.357,,,,,,,,,
1867,06/08/18 08:50:00 AM,28.258,,,,,,,,,
1868,06/08/18 09:00:00 AM,29.053,,,,28.705,,,,,
1869,06/08/18 09:10:00 AM,27.961,,,,,,,,,
1870,06/08/18 09:20:00 AM,28.456,,,,,,,,,
1871,06/08/18 09:30:00 AM,28.953,,,,,,,,,
1872,06/08/18 09:40:00 AM,29.152,,,,,,,,,
1873,06/08/18 09:50:00 AM,28.655,,,,,,,,,
1874,06/08/18 10:00:00 AM,29.352,,,,29.535,,,,,
1875,06/08/18 10:10:00 AM,29.352,,,,,,,,,
1876,06/08/18 10:20:00 AM,29.452,,,,,,,,,
1877,06/08/18 10:30:00 AM,29.352,,,,,,,,,
1878,06/08/18 10:40:00 AM,29.752,,,,,,,,,
1879,06/08/18 10:50:00 AM,29.953,,,,,,,,,
1880,06/08/18 11:00:00 AM,29.552,,,,29.937,,,,,
1881,06/08/18 11:10:00 AM,29.652,,,,,,,,,
1882,06/08/18 11:20:00 AM,30.054,,,,,,,,,
1883,06/08/18 11:30:00 AM,30.356,,,,,,,,,
1884,06/08/18 11:40:00 AM,30.154,,,,,,,,,
1885,06/08/18 11:50:00 AM,29.853,,,,,,,,,
1886,06/08/18 12:00:00 PM,29.652,,,,29.870,,,,,
1887,06/08/18 12:10:00 PM,29.652,,,,,,,,,
1888,06/08/18 12:20:00 PM,29.853,,,,,,,,,
1889,06/08/18 12:30:00 PM,30.154,,,,,,,,,
1890,06/08/18 12:40:00 PM,29.853,,,,,,,,,
1891,06/08/18 12:50:00 PM,30.054,,,,,,,,,
1892,06/08/18 01:00:00 PM,30.356,,,,29.636,,,,,
1893,06/08/18 01:10:00 PM,29.652,,,,,,,,,
1894,06/08/18 01:20:00 PM,29.352,,,,,,,,,
1895,06/08/18 01:30:00 PM,29.352,,,,,,,,,
1896,06/08/18 01:40:00 PM,29.252,,,,,,,,,
1897,06/08/18 01:50:00 PM,29.853,,,,,,,,,
1898,06/08/18 02:00:00 PM,30.457,,,,32.248,,,,,
1899,06/08/18 02:10:00 PM,31.064,,,,,,,,,
1900,06/08/18 02:20:00 PM,31.574,,,,,,,,,
1901,06/08/18 02:30:00 PM,33.326,,,,,,,,,
1902,06/08/18 02:40:00 PM,33.743,,,,,,,,,
1903,06/08/18 02:50:00 PM,33.326,,,,,,,,,
1904,06/08/18 03:00:00 PM,34.268,,,,33.894,,,,,
1905,06/08/18 03:10:00 PM,34.479,,,,,,,,,
1906,06/08/18 03:20:00 PM,34.691,,,,,,,,,
1907,06/08/18 03:30:00 PM,34.585,,,,,,,,,
1908,06/08/18 03:40:00 PM,34.479,,,,,,,,,
1909,06/08/18 03:50:00 PM,30.862,,,,,,,,,
1910,06/08/18 04:00:00 PM,30.054,,,,27.540,,,,,
1911,06/08/18 04:10:00 PM,28.159,,,,,,,,,
1912,06/08/18 04:20:00 PM,27.173,,,,,,,,,
1913,06/08/18 04:30:00 PM,26.879,,,,,,,,,
1914,06/08/18 04:40:00 PM,26.585,,,,,,,,,
1915,06/08/18 04:50:00 PM,26.390,,,,,,,,,
1916,06/08/18 05:00:00 PM,26.292,,,,25.951,,,,,
1917,06/08/18 05:10:00 PM,26.097,,,,,,,,,
1918,06/08/18 05:20:00 PM,25.902,,,,,,,,,
1919,06/08/18 05:30:00 PM,25.902,,,,,,,,,
1920,06/08/18 05:40:00 PM,25.805,,,,,,,,,
1921,06/08/18 05:50:00 PM,25.708,,,,,,,,,
1922,06/08/18 06:00:00 PM,25.708,,,,25.594,,,,,
1923,06/08/18 06:10:00 PM,25.610,,,,,,,,,
1924,06/08/18 06:20:00 PM,25.610,,,,,,,,,
1925,06/08/18 06:30:00 PM,25.513,,,,,,,,,
1926,06/08/18 06:40:00 PM,25.513,,,,,,,,,
1927,06/08/18 06:50:00 PM,25.610,,,,,,,,,
1928,06/08/18 07:00:00 PM,25.708,,,,25.724,,,,,
1929,06/08/18 07:10:00 PM,25.708,,,,,,,,,
1930,06/08/18 07:20:00 PM,25.610,,,,,,,,,
1931,06/08/18 07:30:00 PM,25.610,,,,,,,,,
1932,06/08/18 07:40:00 PM,25.805,,,,,,,,,
1933,06/08/18 07:50:00 PM,25.902,,,,,,,,,
1934,06/08/18 08:00:00 PM,25.805,,,,25.772,,,,,
1935,06/08/18 08:10:00 PM,25.805,,,,,,,,,
1936,06/08/18 08:20:00 PM,25.805,,,,,,,,,
1937,06/08/18 08:30:00 PM,25.805,,,,,,,,,
1938,06/08/18 08:40:00 PM,25.805,,,,,,,,,
1939,06/08/18 08:50:00 PM,25.610,,,,,,,,,
1940,06/08/18 09:00:00 PM,25.319,,,,25.190,,,,,
1941,06/08/18 09:10:00 PM,25.125,,,,,,,,,
1942,06/08/18 09:20:00 PM,25.125,,,,,,,,,
1943,06/08/18 09:30:00 PM,25.222,,,,,,,,,
1944,06/08/18 09:40:00 PM,25.222,,,,,,,,,
1945,06/08/18 09:50:00 PM,25.125,,,,,,,,,
1946,06/08/18 10:00:00 PM,25.319,,,,25.287,,,,,
1947,06/08/18 10:10:00 PM,25.222,,,,,,,,,
1948,06/08/18 10:20:00 PM,25.125,,,,,,,,,
1949,06/08/18 10:30:00 PM,25.125,,,,,,,,,
1950,06/08/18 10:40:00 PM,25.319,,,,,,,,,
1951,06/08/18 10:50:00 PM,25.610,,,,,,,,,
1952,06/08/18 11:00:00 PM,25.610,,,,25.594,,,,,
1953,06/08/18 11:10:00 PM,25.513,,,,,,,,,
1954,06/08/18 11:20:00 PM,25.610,,,,,,,,,
1955,06/08/18 11:30:00 PM,25.708,,,,,,,,,
1956,06/08/18 11:40:00 PM,25.610,,,,,,,,,
1957,06/08/18 11:50:00 PM,25.513,,,,,,,,,
1958,06/09/18 12:00:00 AM,25.610,36.079,21.664,26.571,25.367,,,,,
1959,06/09/18 12:10:00 AM,25.513,,,,,,,,,
1960,06/09/18 12:20:00 AM,25.513,,,,,,,,,
1961,06/09/18 12:30:00 AM,25.319,,,,,,,,,
1962,06/09/18 12:40:00 AM,25.125,,,,,,,,,
1963,06/09/18 12:50:00 AM,25.125,,,,,,,,,
1964,06/09/18 01:00:00 AM,24.835,,,,23.549,,,,,
1965,06/09/18 01:10:00 AM,23.869,,,,,,,,,
1966,06/09/18 01:20:00 AM,23.388,,,,,,,,,
1967,06/09/18 01:30:00 AM,23.100,,,,,,,,,
1968,06/09/18 01:40:00 AM,23.196,,,,,,,,,
1969,06/09/18 01:50:00 AM,22.908,,,,,,,,,
1970,06/09/18 02:00:00 AM,22.717,,,,22.429,,,,,
1971,06/09/18 02:10:00 AM,22.717,,,,,,,,,
1972,06/09/18 02:20:00 AM,22.525,,,,,,,,,
1973,06/09/18 02:30:00 AM,22.429,,,,,,,,,
1974,06/09/18 02:40:00 AM,22.238,,,,,,,,,
1975,06/09/18 02:50:00 AM,21.951,,,,,,,,,
1976,06/09/18 03:00:00 AM,21.855,,,,21.807,,,,,
1977,06/09/18 03:10:00 AM,21.760,,,,,,,,,
1978,06/09/18 03:20:00 AM,21.760,,,,,,,,,
1979,06/09/18 03:30:00 AM,21.855,,,,,,,,,
1980,06/09/18 03:40:00 AM,21.760,,,,,,,,,
1981,06/09/18 03:50:00 AM,21.855,,,,,,,,,
1982,06/09/18 04:00:00 AM,21.760,,,,21.696,,,,,
1983,06/09/18 04:10:00 AM,21.760,,,,,,,,,
1984,06/09/18 04:20:00 AM,21.664,,,,,,,,,
1985,06/09/18 04:30:00 AM,21.664,,,,,,,,,
1986,06/09/18 04:40:00 AM,21.664,,,,,,,,,
1987,06/09/18 04:50:00 AM,21.664,,,,,,,,,
1988,06/09/18 05:00:00 AM,21.760,,,,22.126,,,,,
1989,06/09/18 05:10:00 AM,21.855,,,,,,,,,
1990,06/09/18 05:20:00 AM,22.046,,,,,,,,,
1991,06/09/18 05:30:00 AM,22.046,,,,,,,,,
1992,06/09/18 05:40:00 AM,22.333,,,,,,,,,
1993,06/09/18 05:50:00 AM,22.717,,,,,,,,,
1994,06/09/18 06:00:00 AM,23.100,,,,24.466,,,,,
1995,06/09/18 06:10:00 AM,23.581,,,,,,,,,
1996,06/09/18 06:20:00 AM,24.255,,,,,,,,,
1997,06/09/18 06:30:00 AM,24.835,,,,,,,,,
1998,06/09/18 06:40:00 AM,25.319,,,,,,,,,
1999,06/09/18 06:50:00 AM,25.708,,,,,,,,,
2000,06/09/18 07:00:00 AM,26.195,,,,26.912,,,,,
2001,06/09/18 07:10:00 AM,26.585,,,,,,,,,
2002,06/09/18 07:20:00 AM,26.683,,,,,,,,,
2003,06/09/18 07:30:00 AM,27.173,,,,,,,,,
2004,06/09/18 07:40:00 AM,27.370,,,,,,,,,
2005,06/09/18 07:50:00 AM,27.468,,,,,,,,,
2006,06/09/18 08:00:00 AM,27.961,,,,28.490,,,,,
2007,06/09/18 08:10:00 AM,28.258,,,,,,,,,
2008,06/09/18 08:20:00 AM,28.258,,,,,,,,,
2009,06/09/18 08:30:00 AM,28.655,,,,,,,,,
2010,06/09/18 08:40:00 AM,28.456,,,,,,,,,
2011,06/09/18 08:50:00 AM,29.352,,,,,,,,,
2012,06/09/18 09:00:00 AM,29.352,,,,29.369,,,,,
2013,06/09/18 09:10:00 AM,29.352,,,,,,,,,
2014,06/09/18 09:20:00 AM,28.953,,,,,,,,,
2015,06/09/18 09:30:00 AM,29.352,,,,,,,,,
2016,06/09/18 09:40:00 AM,29.552,,,,,,,,,
2017,06/09/18 09:50:00 AM,29.652,,,,,,,,,
2018,06/09/18 10:00:00 AM,29.452,,,,29.652,,,,,
2019,06/09/18 10:10:00 AM,29.652,,,,,,,,,
2020,06/09/18 10:20:00 AM,29.552,,,,,,,,,
2021,06/09/18 10:30:00 AM,29.452,,,,,,,,,
2022,06/09/18 10:40:00 AM,29.752,,,,,,,,,
2023,06/09/18 10:50:00 AM,30.054,,,,,,,,,
2024,06/09/18 11:00:00 AM,30.154,,,,30.289,,,,,
2025,06/09/18 11:10:00 AM,30.356,,,,,,,,,
2026,06/09/18 11:20:00 AM,30.255,,,,,,,,,
2027,06/09/18 11:30:00 AM,30.356,,,,,,,,,
2028,06/09/18 11:40:00 AM,30.356,,,,,,,,,
2029,06/09/18 11:50:00 AM,30.255,,,,,,,,,
2030,06/09/18 12:00:00 PM,29.452,,,,30.424,,,,,
2031,06/09/18 12:10:00 PM,30.356,,,,,,,,,
2032,06/09/18 12:20:00 PM,30.659,,,,,,,,,
2033,06/09/18 12:30:00 PM,30.760,,,,,,,,,
2034,06/09/18 12:40:00 PM,30.659,,,,,,,,,
2035,06/09/18 12:50:00 PM,30.659,,,,,,,,,
2036,06/09/18 01:00:00 PM,30.760,,,,29.988,,,,,
2037,06/09/18 01:10:00 PM,30.457,,,,,,,,,
2038,06/09/18 01:20:00 PM,29.552,,,,,,,,,
2039,06/09/18 01:30:00 PM,29.152,,,,,,,,,
2040,06/09/18 01:40:00 PM,29.552,,,,,,,,,
2041,06/09/18 01:50:00 PM,30.457,,,,,,,,,
2042,06/09/18 02:00:00 PM,31.268,,,,33.162,,,,,
2043,06/09/18 02:10:00 PM,31.983,,,,,,,,,
2044,06/09/18 02:20:00 PM,32.704,,,,,,,,,
2045,06/09/18 02:30:00 PM,33.953,,,,,,,,,
2046,06/09/18 02:40:00 PM,34.585,,,,,,,,,
2047,06/09/18 02:50:00 PM,34.479,,,,,,,,,
2048,06/09/18 03:00:00 PM,35.328,,,,34.716,,,,,
2049,06/09/18 03:10:00 PM,35.542,,,,,,,,,
2050,06/09/18 03:20:00 PM,36.079,,,,,,,,,
2051,06/09/18 03:30:00 PM,32.911,,,,,,,,,
2052,06/09/18 03:40:00 PM,34.903,,,,,,,,,
2053,06/09/18 03:50:00 PM,33.535,,,,,,,,,
2054,06/09/18 04:00:00 PM,31.983,,,,28.075,,,,,
2055,06/09/18 04:10:00 PM,28.853,,,,,,,,,
2056,06/09/18 04:20:00 PM,27.272,,,,,,,,,
2057,06/09/18 04:30:00 PM,27.075,,,,,,,,,
2058,06/09/18 04:40:00 PM,26.781,,,,,,,,,
2059,06/09/18 04:50:00 PM,26.488,,,,,,,,,
2060,06/09/18 05:00:00 PM,26.292,,,,25.740,,,,,
2061,06/09/18 05:10:00 PM,26.000,,,,,,,,,
2062,06/09/18 05:20:00 PM,25.902,,,,,,,,,
2063,06/09/18 05:30:00 PM,25.610,,,,,,,,,
2064,06/09/18 05:40:00 PM,25.416,,,,,,,,,
2065,06/09/18 05:50:00 PM,25.222,,,,,,,,,
2066,06/09/18 06:00:00 PM,25.125,,,,24.657,,,,,
2067,06/09/18 06:10:00 PM,24.931,,,,,,,,,
2068,06/09/18 06:20:00 PM,24.738,,,,,,,,,
2069,06/09/18 06:30:00 PM,24.641,,,,,,,,,
2070,06/09/18 06:40:00 PM,24.351,,,,,,,,,
2071,06/09/18 06:50:00 PM,24.158,,,,,,,,,
2072,06/09/18 07:00:00 PM,24.158,,,,23.950,,,,,
2073,06/09/18 07:10:00 PM,24.158,,,,,,,,,
2074,06/09/18 07:20:00 PM,24.062,,,,,,,,,
2075,06/09/18 07:30:00 PM,23.869,,,,,,,,,
2076,06/09/18 07:40:00 PM,23.773,,,,,,,,,
2077,06/09/18 07:50:00 PM,23.677,,,,,,,,,
2078,06/09/18 08:00:00 PM,23.484,,,,23.902,,,,,
2079,06/09/18 08:10:00 PM,23.292,,,,,,,,,
2080,06/09/18 08:20:00 PM,23.581,,,,,,,,,
2081,06/09/18 08:30:00 PM,24.158,,,,,,,,,
2082,06/09/18 08:40:00 PM,24.351,,,,,,,,,
2083,06/09/18 08:50:00 PM,24.545,,,,,,,,,
2084,06/09/18 09:00:00 PM,25.513,,,,25.562,,,,,
2085,06/09/18 09:10:00 PM,25.513,,,,,,,,,
2086,06/09/18 09:20:00 PM,25.708,,,,,,,,,
2087,06/09/18 09:30:00 PM,25.610,,,,,,,,,
2088,06/09/18 09:40:00 PM,25.513,,,,,,,,,
2089,06/09/18 09:50:00 PM,25.513,,,,,,,,,
2090,06/09/18 10:00:00 PM,25.902,,,,25.707,,,,,
2091,06/09/18 10:10:00 PM,25.708,,,,,,,,,
2092,06/09/18 10:20:00 PM,25.610,,,,,,,,,
2093,06/09/18 10:30:00 PM,25.610,,,,,,,,,
2094,06/09/18 10:40:00 PM,25.610,,,,,,,,,
2095,06/09/18 10:50:00 PM,25.805,,,,,,,,,
2096,06/09/18 11:00:00 PM,25.805,,,,25.675,,,,,
2097,06/09/18 11:10:00 PM,25.708,,,,,,,,,
2098,06/09/18 11:20:00 PM,25.708,,,,,,,,,
2099,06/09/18 11:30:00 PM,25.708,,,,,,,,,
2100,06/09/18 11:40:00 PM,25.513,,,,,,,,,
2101,06/09/18 11:50:00 PM,25.610,,,,,,,,,
2102,06/10/18 12:00:00 AM,25.610,37.055,21.378,26.485,25.561,,,,,
2103,06/10/18 12:10:00 AM,25.513,,,,,,,,,
2104,06/10/18 12:20:00 AM,25.610,,,,,,,,,
2105,06/10/18 12:30:00 AM,25.513,,,,,,,,,
2106,06/10/18 12:40:00 AM,25.610,,,,,,,,,
2107,06/10/18 12:50:00 AM,25.513,,,,,,,,,
2108,06/10/18 01:00:00 AM,25.513,,,,24.996,,,,,
2109,06/10/18 01:10:00 AM,25.416,,,,,,,,,
2110,06/10/18 01:20:00 AM,25.319,,,,,,,,,
2111,06/10/18 01:30:00 AM,25.028,,,,,,,,,
2112,06/10/18 01:40:00 AM,24.641,,,,,,,,,
2113,06/10/18 01:50:00 AM,24.062,,,,,,,,,
2114,06/10/18 02:00:00 AM,23.484,,,,22.781,,,,,
2115,06/10/18 02:10:00 AM,22.908,,,,,,,,,
2116,06/10/18 02:20:00 AM,22.717,,,,,,,,,
2117,06/10/18 02:30:00 AM,22.621,,,,,,,,,
2118,06/10/18 02:40:00 AM,22.621,,,,,,,,,
2119,06/10/18 02:50:00 AM,22.333,,,,,,,,,
2120,06/10/18 03:00:00 AM,22.142,,,,22.062,,,,,
2121,06/10/18 03:10:00 AM,22.046,,,,,,,,,
2122,06/10/18 03:20:00 AM,22.046,,,,,,,,,
2123,06/10/18 03:30:00 AM,22.142,,,,,,,,,
2124,06/10/18 03:40:00 AM,22.046,,,,,,,,,
2125,06/10/18 03:50:00 AM,21.951,,,,,,,,,
2126,06/10/18 04:00:00 AM,21.855,,,,21.744,,,,,
2127,06/10/18 04:10:00 AM,21.760,,,,,,,,,
2128,06/10/18 04:20:00 AM,21.760,,,,,,,,,
2129,06/10/18 04:30:00 AM,21.664,,,,,,,,,
2130,06/10/18 04:40:00 AM,21.760,,,,,,,,,
2131,06/10/18 04:50:00 AM,21.664,,,,,,,,,
2132,06/10/18 05:00:00 AM,21.664,,,,21.505,,,,,
2133,06/10/18 05:10:00 AM,21.473,,,,,,,,,
2134,06/10/18 05:20:00 AM,21.378,,,,,,,,,
2135,06/10/18 05:30:00 AM,21.378,,,,,,,,,
2136,06/10/18 05:40:00 AM,21.473,,,,,,,,,
2137,06/10/18 05:50:00 AM,21.664,,,,,,,,,
2138,06/10/18 06:00:00 AM,21.951,,,,23.922,,,,,
2139,06/10/18 06:10:00 AM,22.333,,,,,,,,,
2140,06/10/18 06:20:00 AM,23.677,,,,,,,,,
2141,06/10/18 06:30:00 AM,24.545,,,,,,,,,
2142,06/10/18 06:40:00 AM,25.125,,,,,,,,,
2143,06/10/18 06:50:00 AM,25.902,,,,,,,,,
2144,06/10/18 07:00:00 AM,26.292,,,,26.994,,,,,
2145,06/10/18 07:10:00 AM,26.585,,,,,,,,,
2146,06/10/18 07:20:00 AM,26.879,,,,,,,,,
2147,06/10/18 07:30:00 AM,27.075,,,,,,,,,
2148,06/10/18 07:40:00 AM,27.468,,,,,,,,,
2149,06/10/18 07:50:00 AM,27.665,,,,,,,,,
2150,06/10/18 08:00:00 AM,27.764,,,,28.258,,,,,
2151,06/10/18 08:10:00 AM,28.159,,,,,,,,,
2152,06/10/18 08:20:00 AM,28.258,,,,,,,,,
2153,06/10/18 08:30:00 AM,28.060,,,,,,,,,
2154,06/10/18 08:40:00 AM,28.754,,,,,,,,,
2155,06/10/18 08:50:00 AM,28.555,,,,,,,,,
2156,06/10/18 09:00:00 AM,29.452,,,,29.552,,,,,
2157,06/10/18 09:10:00 AM,29.652,,,,,,,,,
2158,06/10/18 09:20:00 AM,29.452,,,,,,,,,
2159,06/10/18 09:30:00 AM,29.552,,,,,,,,,
2160,06/10/18 09:40:00 AM,29.452,,,,,,,,,
2161,06/10/18 09:50:00 AM,29.752,,,,,,,,,
2162,06/10/18 10:00:00 AM,29.452,,,,29.719,,,,,
2163,06/10/18 10:10:00 AM,29.652,,,,,,,,,
2164,06/10/18 10:20:00 AM,29.552,,,,,,,,,
2165,06/10/18 10:30:00 AM,29.853,,,,,,,,,
2166,06/10/18 10:40:00 AM,29.953,,,,,,,,,
2167,06/10/18 10:50:00 AM,29.853,,,,,,,,,
2168,06/10/18 11:00:00 AM,29.752,,,,29.836,,,,,
2169,06/10/18 11:10:00 AM,29.953,,,,,,,,,
2170,06/10/18 11:20:00 AM,29.953,,,,,,,,,
2171,06/10/18 11:30:00 AM,29.853,,,,,,,,,
2172,06/10/18 11:40:00 AM,29.652,,,,,,,,,
2173,06/10/18 11:50:00 AM,29.853,,,,,,,,,
2174,06/10/18 12:00:00 PM,29.953,,,,30.171,,,,,
2175,06/10/18 12:10:00 PM,30.154,,,,,,,,,
2176,06/10/18 12:20:00 PM,30.356,,,,,,,,,
2177,06/10/18 12:30:00 PM,30.457,,,,,,,,,
2178,06/10/18 12:40:00 PM,30.054,,,,,,,,,
2179,06/10/18 12:50:00 PM,30.054,,,,,,,,,
2180,06/10/18 01:00:00 PM,30.054,,,,29.753,,,,,
2181,06/10/18 01:10:00 PM,30.054,,,,,,,,,
2182,06/10/18 01:20:00 PM,29.652,,,,,,,,,
2183,06/10/18 01:30:00 PM,29.452,,,,,,,,,
2184,06/10/18 01:40:00 PM,29.452,,,,,,,,,
2185,06/10/18 01:50:00 PM,29.853,,,,,,,,,
2186,06/10/18 02:00:00 PM,31.268,,,,33.496,,,,,
2187,06/10/18 02:10:00 PM,32.188,,,,,,,,,
2188,06/10/18 02:20:00 PM,32.807,,,,,,,,,
2189,06/10/18 02:30:00 PM,34.268,,,,,,,,,
2190,06/10/18 02:40:00 PM,35.328,,,,,,,,,
2191,06/10/18 02:50:00 PM,35.115,,,,,,,,,
2192,06/10/18 03:00:00 PM,35.756,,,,36.368,,,,,
2193,06/10/18 03:10:00 PM,36.620,,,,,,,,,
2194,06/10/18 03:20:00 PM,37.055,,,,,,,,,
2195,06/10/18 03:30:00 PM,36.728,,,,,,,,,
2196,06/10/18 03:40:00 PM,36.187,,,,,,,,,
2197,06/10/18 03:50:00 PM,35.864,,,,,,,,,
2198,06/10/18 04:00:00 PM,32.704,,,,28.407,,,,,
2199,06/10/18 04:10:00 PM,28.258,,,,,,,,,
2200,06/10/18 04:20:00 PM,27.567,,,,,,,,,
2201,06/10/18 04:30:00 PM,27.468,,,,,,,,,
2202,06/10/18 04:40:00 PM,27.468,,,,,,,,,
2203,06/10/18 04:50:00 PM,26.977,,,,,,,,,
2204,06/10/18 05:00:00 PM,26.585,,,,26.113,,,,,
2205,06/10/18 05:10:00 PM,26.292,,,,,,,,,
2206,06/10/18 05:20:00 PM,26.097,,,,,,,,,
2207,06/10/18 05:30:00 PM,26.000,,,,,,,,,
2208,06/10/18 05:40:00 PM,25.902,,,,,,,,,
2209,06/10/18 05:50:00 PM,25.805,,,,,,,,,
2210,06/10/18 06:00:00 PM,25.902,,,,25.562,,,,,
2211,06/10/18 06:10:00 PM,25.610,,,,,,,,,
2212,06/10/18 06:20:00 PM,25.513,,,,,,,,,
2213,06/10/18 06:30:00 PM,25.319,,,,,,,,,
2214,06/10/18 06:40:00 PM,25.319,,,,,,,,,
2215,06/10/18 06:50:00 PM,25.708,,,,,,,,,
2216,06/10/18 07:00:00 PM,25.902,,,,25.546,,,,,
2217,06/10/18 07:10:00 PM,25.902,,,,,,,,,
2218,06/10/18 07:20:00 PM,25.902,,,,,,,,,
2219,06/10/18 07:30:00 PM,25.513,,,,,,,,,
2220,06/10/18 07:40:00 PM,25.125,,,,,,,,,
2221,06/10/18 07:50:00 PM,24.931,,,,,,,,,
2222,06/10/18 08:00:00 PM,24.835,,,,24.320,,,,,
2223,06/10/18 08:10:00 PM,24.738,,,,,,,,,
2224,06/10/18 08:20:00 PM,24.641,,,,,,,,,
2225,06/10/18 08:30:00 PM,24.158,,,,,,,,,
2226,06/10/18 08:40:00 PM,23.869,,,,,,,,,
2227,06/10/18 08:50:00 PM,23.677,,,,,,,,,
2228,06/10/18 09:00:00 PM,23.388,,,,23.228,,,,,
2229,06/10/18 09:10:00 PM,23.196,,,,,,,,,
2230,06/10/18 09:20:00 PM,23.196,,,,,,,,,
2231,06/10/18 09:30:00 PM,23.196,,,,,,,,,
2232,06/10/18 09:40:00 PM,23.196,,,,,,,,,
2233,06/10/18 09:50:00 PM,23.196,,,,,,,,,
2234,06/10/18 10:00:00 PM,23.100,,,,22.876,,,,,
2235,06/10/18 10:10:00 PM,23.004,,,,,,,,,
2236,06/10/18 10:20:00 PM,22.812,,,,,,,,,
2237,06/10/18 10:30:00 PM,22.717,,,,,,,,,
2238,06/10/18 10:40:00 PM,22.812,,,,,,,,,
2239,06/10/18 10:50:00 PM,22.812,,,,,,,,,
2240,06/10/18 11:00:00 PM,23.004,,,,22.860,,,,,
2241,06/10/18 11:10:00 PM,22.908,,,,,,,,,
2242,06/10/18 11:20:00 PM,22.812,,,,,,,,,
2243,06/10/18 11:30:00 PM,22.812,,,,,,,,,
2244,06/10/18 11:40:00 PM,22.812,,,,,,,,,
2245,06/10/18 11:50:00 PM,22.812,,,,,,,,,
2246,06/11/18 12:00:00 AM,22.717,36.511,21.664,26.657,22.621,,,,,
2247,06/11/18 12:10:00 AM,22.717,,,,,,,,,
2248,06/11/18 12:20:00 AM,22.812,,,,,,,,,
2249,06/11/18 12:30:00 AM,22.621,,,,,,,,,
2250,06/11/18 12:40:00 AM,22.429,,,,,,,,,
2251,06/11/18 12:50:00 AM,22.429,,,,,,,,,
2252,06/11/18 01:00:00 AM,22.429,,,,22.461,,,,,
2253,06/11/18 01:10:00 AM,22.429,,,,,,,,,
2254,06/11/18 01:20:00 AM,22.429,,,,,,,,,
2255,06/11/18 01:30:00 AM,22.429,,,,,,,,,
2256,06/11/18 01:40:00 AM,22.525,,,,,,,,,
2257,06/11/18 01:50:00 AM,22.525,,,,,,,,,
2258,06/11/18 02:00:00 AM,22.525,,,,22.381,,,,,
2259,06/11/18 02:10:00 AM,22.429,,,,,,,,,
2260,06/11/18 02:20:00 AM,22.333,,,,,,,,,
2261,06/11/18 02:30:00 AM,22.238,,,,,,,,,
2262,06/11/18 02:40:00 AM,22.333,,,,,,,,,
2263,06/11/18 02:50:00 AM,22.429,,,,,,,,,
2264,06/11/18 03:00:00 AM,22.429,,,,22.349,,,,,
2265,06/11/18 03:10:00 AM,22.333,,,,,,,,,
2266,06/11/18 03:20:00 AM,22.333,,,,,,,,,
2267,06/11/18 03:30:00 AM,22.333,,,,,,,,,
2268,06/11/18 03:40:00 AM,22.333,,,,,,,,,
2269,06/11/18 03:50:00 AM,22.333,,,,,,,,,
2270,06/11/18 04:00:00 AM,22.238,,,,22.110,,,,,
2271,06/11/18 04:10:00 AM,22.142,,,,,,,,,
2272,06/11/18 04:20:00 AM,22.046,,,,,,,,,
2273,06/11/18 04:30:00 AM,22.046,,,,,,,,,
2274,06/11/18 04:40:00 AM,22.142,,,,,,,,,
2275,06/11/18 04:50:00 AM,22.046,,,,,,,,,
2276,06/11/18 05:00:00 AM,21.855,,,,21.775,,,,,
2277,06/11/18 05:10:00 AM,21.664,,,,,,,,,
2278,06/11/18 05:20:00 AM,21.664,,,,,,,,,
2279,06/11/18 05:30:00 AM,21.664,,,,,,,,,
2280,06/11/18 05:40:00 AM,21.855,,,,,,,,,
2281,06/11/18 05:50:00 AM,21.951,,,,,,,,,
2282,06/11/18 06:00:00 AM,22.429,,,,24.129,,,,,
2283,06/11/18 06:10:00 AM,23.004,,,,,,,,,
2284,06/11/18 06:20:00 AM,23.966,,,,,,,,,
2285,06/11/18 06:30:00 AM,24.641,,,,,,,,,
