logger_num,date_time,temp_C,rh_%,dewpt_C
1,5/27/18 9:51,31.714,85.379,28.925
1,5/27/18 9:54,32.278,84.261,29.271
1,5/27/18 9:57,32.924,82.596,29.585
1,5/27/18 10:00,33.443,75.741,28.696
1,5/27/18 10:03,33.809,77.101,29.339
1,5/27/18 10:06,34.097,76.859,29.568
1,5/27/18 10:09,34.308,72.581,28.838
1,5/27/18 10:12,34.492,76.517,29.878
1,5/27/18 10:15,34.783,70.282,28.768
1,5/27/18 10:18,34.889,71.773,29.215
1,5/27/18 10:21,35.075,73.15,29.706
1,5/27/18 10:24,35.182,72.193,29.592
1,5/27/18 10:27,35.315,70.131,29.243
1,5/27/18 10:30,35.475,71.389,29.69
1,5/27/18 10:33,35.716,70.757,29.775
1,5/27/18 10:36,35.985,69.911,29.833
1,5/27/18 10:39,36.227,68.406,29.705
1,5/27/18 10:42,36.389,67.095,29.538
1,5/27/18 10:45,36.471,65.45,29.203
1,5/27/18 10:48,36.335,63.002,28.441
1,5/27/18 10:51,36.824,62.827,28.856
1,5/27/18 10:54,37.48,57.167,27.895
1,5/27/18 10:57,38.06,55.434,27.918
1,5/27/18 11:00,38.616,52.238,27.434
1,5/27/18 11:03,39.149,49.729,27.093
1,5/27/18 11:06,39.403,45.82,25.943
1,5/27/18 11:09,39.488,46.803,26.378
1,5/27/18 11:12,39.375,45.985,25.978
1,5/27/18 11:15,39.403,46.021,26.017
1,5/27/18 11:18,39.46,43.738,25.21
1,5/27/18 11:21,39.403,44.609,25.491
1,5/27/18 11:24,39.431,44.275,25.39
1,5/27/18 11:27,39.46,44.413,25.468
1,5/27/18 11:30,39.346,44.231,25.297
1,5/27/18 11:33,39.318,45.944,25.912
1,5/27/18 11:36,39.431,44.14,25.339
1,5/27/18 11:39,39.346,43.793,25.129
1,5/27/18 11:42,39.29,44.865,25.486
1,5/27/18 11:45,39.262,45.131,25.56
1,5/27/18 11:48,39.346,46.283,26.061
1,5/27/18 11:51,39.573,44.931,25.766
1,5/27/18 11:54,39.8,44.317,25.739
1,5/27/18 11:57,40,44.812,26.106
1,5/27/18 12:00,40,43.9,25.759
1,5/27/18 12:03,40.028,43.801,25.746
1,5/27/18 12:06,39.943,42.979,25.349
1,5/27/18 12:09,39.772,43.299,25.321
1,5/27/18 12:12,39.914,44.025,25.73
1,5/27/18 12:15,39.971,44.167,25.835
1,5/27/18 12:18,40.085,42.689,25.363
1,5/27/18 12:21,39.857,40.827,24.406
1,5/27/18 12:24,39.488,43.673,25.211
1,5/27/18 12:27,39.346,44.231,25.297
1,5/27/18 12:30,39.149,44.175,25.098
1,5/27/18 12:33,38.812,44.575,24.945
1,5/27/18 12:36,38.7,44.529,24.827
1,5/27/18 12:39,38.644,45.899,25.284
1,5/27/18 12:42,38.7,43.855,24.571
1,5/27/18 12:45,38.06,47.799,25.433
1,5/27/18 12:48,36.878,51.253,25.515
1,5/27/18 12:51,36.065,55.574,26.107
1,5/27/18 12:54,35.422,59.302,26.579
1,5/27/18 12:57,35.155,62.024,27.067
1,5/27/18 13:00,35.049,62.196,27.013
1,5/27/18 13:03,34.969,64.104,27.434
1,5/27/18 13:06,34.889,63.934,27.315
1,5/27/18 13:09,34.81,63.513,27.131
1,5/27/18 13:12,34.73,62.493,26.79
1,5/27/18 13:15,34.677,62.043,26.621
1,5/27/18 13:18,34.651,61.091,26.343
1,5/27/18 13:21,34.598,61.114,26.299
1,5/27/18 13:24,34.545,61.232,26.281
