"","LoggerNumber","DateTime","TempC","RH","DewPTC","TreeID"
"3050",1,2018-06-28 20:45:00,23.809,91.741,22.199,"BR30"
"3051",1,2018-06-28 20:48:00,23.809,91.005,22.081,"BR30"
"3052",1,2018-06-28 20:51:00,23.809,89.498,21.835,"BR30"
"3053",1,2018-06-28 20:54:00,23.857,88.02,21.637,"BR30"
"3054",1,2018-06-28 20:57:00,23.905,88.197,21.715,"BR30"
"3055",1,2018-06-28 21:00:00,23.954,87.877,21.709,"BR30"
"3056",1,2018-06-28 21:03:00,23.954,88.374,21.792,"BR30"
"3057",1,2018-06-28 21:06:00,24.002,88.413,21.846,"BR30"
"3058",1,2018-06-28 21:09:00,24.074,89.065,22.026,"BR30"
"3059",1,2018-06-28 21:12:00,24.098,87.272,21.749,"BR30"
"3060",1,2018-06-28 21:15:00,24.074,86.404,21.577,"BR30"
"3061",1,2018-06-28 21:18:00,24.026,87.727,21.755,"BR30"
"3062",1,2018-06-28 21:21:00,23.954,86.544,21.482,"BR30"
"3063",1,2018-06-28 21:24:00,23.881,87.028,21.494,"BR30"
"3064",1,2018-06-28 20:57:00,23.905,88.197,21.715,"BR29"
"3065",1,2018-06-28 21:00:00,23.954,87.877,21.709,"BR29"
"3066",1,2018-06-28 21:03:00,23.954,88.374,21.792,"BR29"
"3067",1,2018-06-28 21:06:00,24.002,88.413,21.846,"BR29"
"3068",1,2018-06-28 21:09:00,24.074,89.065,22.026,"BR29"
"3069",1,2018-06-28 21:12:00,24.098,87.272,21.749,"BR29"
"3070",1,2018-06-28 21:15:00,24.074,86.404,21.577,"BR29"
"3071",1,2018-06-28 21:18:00,24.026,87.727,21.755,"BR29"
"3072",1,2018-06-28 21:21:00,23.954,86.544,21.482,"BR29"
"3073",1,2018-06-28 21:24:00,23.881,87.028,21.494,"BR29"
"3074",1,2018-06-28 21:27:00,23.809,92.095,22.255,"BR29"
"3075",1,2018-06-28 21:30:00,23.761,94.166,22.533,"BR29"
"3076",1,2018-06-28 21:33:00,23.713,96.618,22.858,"BR29"
"3077",1,2018-06-28 21:36:00,23.521,94.052,22.275,"BR29"
"3078",1,2018-06-28 21:39:00,23.304,94.266,22.092,"BR29"
"3079",1,2018-06-28 21:42:00,23.088,95.096,22.004,"BR29"
"3080",1,2018-06-28 21:45:00,22.872,95.175,21.8,"BR29"
"3081",1,2018-06-28 21:48:00,22.753,97.006,21.954,"BR29"
"3082",1,2018-06-28 21:51:00,22.729,97.819,22.05,"BR29"
"3083",1,2018-06-28 21:54:00,22.729,97.951,22.069,"BR29"
"3084",1,2018-06-28 21:57:00,22.705,97.944,22.044,"BR29"
"3085",1,2018-06-28 22:00:00,22.657,97.773,21.971,"BR29"
"3086",1,2018-06-28 22:03:00,22.585,97.385,21.842,"BR29"
"3087",1,2018-06-28 22:06:00,22.513,98.21,21.891,"BR29"
"3088",1,2018-06-28 22:09:00,22.465,97.986,21.81,"BR29"
"3089",2,2018-06-28 19:06:00,24.581,94.211,23.357,"BR27"
"3090",2,2018-06-28 19:09:00,24.436,94.337,23.232,"BR27"
"3091",2,2018-06-28 19:12:00,24.315,94.791,23.182,"BR27"
"3092",2,2018-06-28 19:15:00,24.243,94.934,23.132,"BR27"
"3093",2,2018-06-28 19:18:00,24.171,94.755,23.032,"BR27"
"3094",2,2018-06-28 19:21:00,24.05,94.67,22.899,"BR27"
"3095",2,2018-06-28 19:24:00,24.05,94.832,22.924,"BR27"
"3096",2,2018-06-28 19:27:00,24.026,94.637,22.87,"BR27"
"3097",2,2018-06-28 19:30:00,24.026,94.772,22.89,"BR27"
"3098",2,2018-06-28 19:33:00,24.05,94.509,22.874,"BR27"
"3099",2,2018-06-28 19:36:00,24.098,94.144,22.865,"BR27"
"3100",2,2018-06-28 19:39:00,24.146,93.21,22.767,"BR27"
"3101",2,2018-06-28 19:42:00,24.195,92.869,22.762,"BR27"
"3102",2,2018-06-28 19:45:00,24.267,92.751,22.815,"BR27"
"3103",2,2018-06-28 19:48:00,24.339,92.525,22.851,"BR27"
"3104",2,2018-06-28 19:51:00,24.388,91.282,22.7,"BR27"
"3105",2,2018-06-28 19:54:00,24.388,91.036,22.66,"BR27"
"3106",2,2018-06-28 19:57:00,24.412,91.343,22.734,"BR27"
"3107",2,2018-06-28 20:00:00,24.436,90.801,22.67,"BR27"
"3108",2,2018-06-28 20:03:00,24.436,90.39,22.603,"BR27"
"3109",2,2018-06-28 20:06:00,24.436,89.813,22.508,"BR27"
"3110",2,2018-06-28 20:09:00,24.436,89.399,22.44,"BR27"
"3111",2,2018-06-28 20:12:00,24.436,88.986,22.371,"BR27"
"3112",2,2018-06-28 20:15:00,24.412,89.173,22.379,"BR27"
"3113",2,2018-06-28 20:18:00,24.436,88.377,22.27,"BR27"
"3114",2,2018-06-28 20:24:00,24.315,91.319,22.634,"BR28"
"3115",2,2018-06-28 20:27:00,24.219,92.386,22.709,"BR28"
"3116",2,2018-06-28 20:30:00,24.146,93.074,22.746,"BR28"
"3117",2,2018-06-28 20:33:00,24.05,93.158,22.663,"BR28"
"3118",2,2018-06-28 20:36:00,23.857,93.435,22.515,"BR28"
"3119",2,2018-06-28 20:39:00,23.665,93.927,22.399,"BR28"
"3120",2,2018-06-28 20:42:00,23.545,94.461,22.362,"BR28"
"3121",2,2018-06-28 20:45:00,23.472,94.685,22.324,"BR28"
"3122",2,2018-06-28 20:48:00,23.472,94.765,22.337,"BR28"
"3123",2,2018-06-28 20:51:00,23.424,94.646,22.27,"BR28"
"3124",2,2018-06-28 20:54:00,23.376,94.446,22.192,"BR28"
"3125",2,2018-06-28 20:57:00,23.328,94.272,22.117,"BR28"
"3126",2,2018-06-28 21:00:00,23.256,93.501,21.926,"BR28"
"3127",2,2018-06-28 21:03:00,23.304,92.567,21.828,"BR28"
"3128",2,2018-06-28 21:06:00,23.4,92.076,21.846,"BR28"
"3129",2,2018-06-28 21:09:00,23.472,91.795,21.873,"BR28"
"3130",2,2018-06-28 21:12:00,23.521,91.289,21.84,"BR28"
"3131",2,2018-06-28 21:15:00,23.569,91.246,21.881,"BR28"
"3132",2,2018-06-28 21:18:00,23.593,90.734,21.822,"BR28"
"3133",2,2018-06-28 21:21:00,23.617,89.918,21.713,"BR28"
"3134",2,2018-06-28 21:24:00,23.617,90.357,21.785,"BR28"
"3135",2,2018-06-28 21:27:00,23.593,90.105,21.72,"BR28"
"3136",2,2018-06-28 21:30:00,23.569,90.537,21.766,"BR28"
"3137",2,2018-06-28 21:33:00,23.641,90.882,21.894,"BR28"
"3138",2,2018-06-28 21:36:00,23.593,90.022,21.706,"BR28"
"3139",2,2018-06-28 21:39:00,23.545,90.203,21.688,"BR28"
